reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
3514b34e-9be6-42a1-9f89-740d01ab0d08,kevin wung,https://play-lh.googleusercontent.com/a/ACg8ocKBzhw0gC5n7XMfQYrgENrP9-HvDayHDtzPaanRjGTp=mo,nice site to meet,5,0,14.11.0,2024-03-14 21:34:22,"Thank you for your amazing feedback! We are delighted to hear that you are enjoying your time on Tinder. If you ever have any questions or need help, feel free to contact us.",2024-03-15 00:57:19,14.11.0
6a451cb1-1860-4af5-8e73-223db251ea2e,Malachy Korpi,https://play-lh.googleusercontent.com/a-/ALV-UjWJEgnnlkP5kqECflActMXpuDbrSfdtZ5CaUTFL0DcWUQWL,I was permanently banned for no reason with no possibility of appeal.,1,0,10.16.0,2024-03-14 21:22:10,"Sorry to hear you’re having a negative experience with Tinder. We appreciate you taking the time to reach out to us, so thank you for sharing your feedback.",2024-03-15 00:57:38,10.16.0
65242406-b74f-4764-ad6e-c16d5d344e25,Thomas Miller,https://play-lh.googleusercontent.com/a/ACg8ocIIy1VJRP4hsUAcqh5z_9eXwR3BI52__k6J_7Ahxfr0=mo,I was banned for breaking the ToS but they never told me how I broke it. Just kept saying I was banned. I had also paid for membership that I was not refunded.,1,0,13.17.0,2024-03-14 20:48:29,"We’re sorry to hear about this. If you need help to resolve your billing issue or you’d like to request a refund, please let us know at gotinder.com/help and we’ll connect.",2024-03-14 21:56:14,13.17.0
b8762560-77d2-42ba-9383-c478ddfca761,jacob goro,https://play-lh.googleusercontent.com/a/ACg8ocJVatD5t7EoGqF8b6x97z73tIfWTWo4KcBkQJnTGWhg=mo,good,5,0,15.4.0,2024-03-14 20:47:36,,,15.4.0
132b1fef-783d-42c3-a67e-0af862246c8a,Whoth Fvckis,https://play-lh.googleusercontent.com/a/ACg8ocL1vRRVTfY_3ngZI32Pn07-uxSgjXT3bw0B7zXNypDa=mo,soft,5,0,15.3.0,2024-03-14 20:36:50,,,15.3.0
92caf0ae-3396-4817-a4fd-f9e3ada84ba5,Michael Scott,https://play-lh.googleusercontent.com/a/ACg8ocJfg9Av2uB7OPgBIL1vB8HJvb00qgLbRphEH03pRahK=mo,Far too many matches with people thousands of miles away. I live in UK I don't want to see people from Kenya!,2,0,15.3.0,2024-03-14 20:30:56,"Sorry to hear you’re having a negative experience with Tinder. We appreciate you taking the time to reach out to us, so thank you for sharing your feedback.",2024-03-14 21:56:32,15.3.0
cfec8ccb-77e5-4e83-9573-9869d96d119a,Casey Stubbs,https://play-lh.googleusercontent.com/a-/ALV-UjW6FC8Zy81y4PxpGG7IS_DbK_Ak20eho3d11MNNalMFIA,such a good app!,1,0,15.3.0,2024-03-14 20:28:01,,,15.3.0
24bf4ae7-78cd-4157-8d1f-137e8d7aa3f4,Aalik Ahmad,https://play-lh.googleusercontent.com/a-/ALV-UjWZ1qepYMn86HSa396zhuoiSlZQMuBIiqjLu_H1Svtdi3Bn,🥰❤️,4,0,15.3.0,2024-03-14 20:27:39,,,15.3.0
8fff47ac-ea95-4f7b-9fed-4aa6d6b5463c,Salama Lauzi,https://play-lh.googleusercontent.com/a/ACg8ocJRNaUu-1NnuepFmbMbs0tlbYbKVEib3F1xUrFczZBn=mo,Not active to me,1,0,,2024-03-14 20:15:02,"Thank you for your comment. We're sorry you didn't enjoy your experience on Tinder. Your feedback is important to us, and we appreciate you taking the time to share your thoughts.",2024-03-14 21:56:31,
9f6809d8-0cec-4cfa-8aec-cfbc54e981d0,David Guy,https://play-lh.googleusercontent.com/a-/ALV-UjWUBOBgr2CeZj-23efbqMsFk-5xU5LCtaMI8L0l6LdOqqI,don't waste your money and time,1,0,15.3.0,2024-03-14 20:09:49,"Thank you for your comment. We're sorry you didn't enjoy your experience on Tinder. Your feedback is important to us, and we appreciate you taking the time to share your thoughts.",2024-03-14 21:56:29,15.3.0
c4ce8883-ad71-4099-996d-a2f755328e6f,Cyril Mercida,https://play-lh.googleusercontent.com/a/ACg8ocItUn8Rkepw9nCX7SNOOJA9pIfLGF6l_c7ik9eJsn1r=mo,I would like to delete but it appeared failed,1,0,,2024-03-14 20:09:03,"Thank you for your comment. We're sorry you didn't enjoy your experience on Tinder. Your feedback is important to us, and we appreciate you taking the time to share your thoughts.",2024-03-15 20:14:40,
44d3d21e-be1f-4d31-b1ab-3a3ad5d83f99,karun sabu,https://play-lh.googleusercontent.com/a-/ALV-UjVCXLP0CVnnb1fRXIeVL7GjJwgwnvPrG3iJMA7IAWP8WPFv,"No genuine accounts,and they are doing nothing to prevent it",1,0,,2024-03-14 20:04:07,"Thank you for your comment. We're sorry you didn't enjoy your experience on Tinder. Your feedback is important to us, and we appreciate you taking the time to share your thoughts.",2024-03-14 21:56:28,
563fb373-cf35-4ff6-badf-9640ae9873ad,Kurt Hood,https://play-lh.googleusercontent.com/a-/ALV-UjU-jVjA3jaWrO7wJKpdLRK6OATiPKt0wlfJfaf-JlhMVg,Don't care if you're a girl or a guy but the fact there's kids on this app means that this isn't the place you should be doing what the app was intended for you to do. It's an uncontrolled unfiltered cesspool and should not be used.,1,0,15.3.0,2024-03-14 19:45:49,"Sorry to hear you’re having a negative experience with Tinder. We appreciate you taking the time to reach out to us, so thank you for sharing your feedback.",2024-03-14 21:56:27,15.3.0
f265f82e-e48d-48ea-accf-6766c83fc920,Bastian Suresh,https://play-lh.googleusercontent.com/a-/ALV-UjU_VjjM2WgbPxtmbtnzDDZQburu3vUhnYYposk135vMPfBC,"I can't delete my account to get a fresh start, when I try to delete it, it says failed 😔",2,0,,2024-03-14 19:42:58,"We’re sad to see you go! You can delete your account directly in your Settings. If you’re experiencing difficulties, please give us a shout at gotinder.com/help and we’d be happy to help you figure it out.",2024-03-14 20:56:11,
3fabc242-a5c5-46aa-a644-ad3a8c8763a9,mutugi kelvin,https://play-lh.googleusercontent.com/a/ACg8ocLjhJNOVaV75X2LAxufdU4s4jIVTaX-cyI8Y4ZTgT_h=mo,nice,4,0,15.3.0,2024-03-14 19:35:31,"Thank you for your fantastic review! We're thrilled to hear that Tinder is meeting your expectations and providing you with an excellent experience. If you have any suggestions for improvement, we'd love to hear them. Keep enjoying the app!",2024-03-14 21:56:05,15.3.0
6e0680d6-13e4-47ad-aa20-aaaf697f2c6d,Lí Ohrns,https://play-lh.googleusercontent.com/a-/ALV-UjWFySzOnCOxt05CNYymv9jz-qJEZ73VNnQ-_2u-UiBmGo-t,Most people are wanting one night stands or are selling things. Lots of ads appear when you swipe and lots of promotions for buying Tinder memberships.,2,0,15.3.0,2024-03-14 19:25:12,"Thank you for your comment. We're sorry you didn't enjoy your experience on Tinder. Your feedback is important to us, and we appreciate you taking the time to share your thoughts.",2024-03-14 21:56:26,15.3.0
c9f5fc02-28e6-441a-9f50-6a578ad9bcdc,Marshall,https://play-lh.googleusercontent.com/a-/ALV-UjUi0otXT9m4EvOh1TCairGc_1H_4DPBW3yCqo-4Jv-Xh2w,I mean it's ok but you should banned older guys asking girls like me for nudes that's not cool,4,0,,2024-03-14 19:13:30,,,
acd44e2f-cc3d-418d-b044-a51b45533436,Skylar Ficklin,https://play-lh.googleusercontent.com/a-/ALV-UjUvr8cNmD-v-HAJ4pgCoEhaqDpkgt4RN3kn_s287BRoj1w,"Horrible experience. Been on the app for quite some time. Was told to pay to get better interactions. Paid $180 or something like that for 6 months. Have not linked up with a single person I tried to, but have received matches with people that I would not have been interested it. Waste of money, waste of time.",1,0,15.3.0,2024-03-14 19:12:05,"At its core, Tinder is free. You can create a profile, match, chat and meet! Subscriptions and other in-app purchases give you access to Premium features, but you can enjoy Tinder without making a purchase.",2024-03-14 21:56:17,15.3.0
36d9f69c-7f24-4ca5-9795-e1165577466d,Avugara Godswill,https://play-lh.googleusercontent.com/a/ACg8ocKko7GGevkpthvTKxakklsbFxCVZ0Vf7OXB8TrF96c-=mo,good,1,0,15.3.0,2024-03-14 18:55:11,,,15.3.0
304a4673-585f-43a1-980d-82d96ed51ba9,Luciana dos Anjos,https://play-lh.googleusercontent.com/a/ACg8ocI9m2L8fT64xruqcD2dbtKhowtwYZizrc4UyRBcxR8D=mo,"I cancelled my subscription on Jan 24 and Tinder continued to charge me the monthly fee for two months after that. I have tried to reach out to their customer support to no avail. Now, I'm waiting for my reimbursement and had to cancel the card so I wouldn't be charged incorrectly a third time.",1,0,,2024-03-14 18:42:27,"We’re sorry to hear about this. If you need help to resolve your billing issue or you’d like to request a refund, please let us know at gotinder.com/help and we’ll connect.",2024-03-14 21:56:14,
f98e6b0a-61f5-4c3d-aed0-1da86b403e0b,Chang Lee,https://play-lh.googleusercontent.com/a/ACg8ocIFsvXMfNnJozFsrBCAMHJyqpb_jdiJP4dVAd9nDIi8=mo,Awful waste of precious time.,1,0,,2024-03-14 18:26:29,"Thank you for your comment. We're sorry you didn't enjoy your experience on Tinder. Your feedback is important to us, and we appreciate you taking the time to share your thoughts.",2024-03-14 21:56:24,
415f49ec-7541-46e9-8cf4-a4cd7f3ba77d,Sharrone Nabakooza,https://play-lh.googleusercontent.com/a-/ALV-UjVwDCfx3L3OjjyNhGYKZCXnzitRxO0sPyF1kJwkMMXpdtI,not heading anywhere,1,0,15.1.0,2024-03-14 18:16:29,,,15.1.0
1eb5a191-6bfd-490f-8578-3df06c86abd2,Bobbie Holliday,https://play-lh.googleusercontent.com/a/ACg8ocKfdoSLVW7nLdHkidfIjzIQWhD06eTPIKvqWII3xHlB=mo,"I can't get verified through the photo scan process bc it won't even pull up, all I get is an error page and I've reinstalled the app twice now thinking it was a problem on my end. Very buggy. Not worth the time or effort. I would leave zero stars if possible",1,0,,2024-03-14 18:11:03,"Sorry to hear you’re having a negative experience with Tinder. We appreciate you taking the time to reach out to us, so thank you for sharing your feedback.",2024-03-14 21:56:19,
b808af7a-755b-42e4-b1df-c84176f8eab6,Ricardo Martinez,https://play-lh.googleusercontent.com/a/ACg8ocIqKN-TlO7P4ejo6mjLyQb0KuEzhOlFycN8MjevpS_S=mo,"They will steal your money, stating you will get a better experience. I decided to give tinder gold a chance and actually have had a worse experience with no matches over one month in comparison to an average of 10 over a month with my free account. Customer service will give you the run around so you have to file bank disputes to try getting anything back. Buyer beware this is a scam taking advantage of people's desires.",1,0,15.4.0,2024-03-14 18:09:12,"Sorry to hear this! Use your profile info and photos to let your true personality shine. You also have the option to let potential matches learn more about you by connecting your Instagram & Spotify accounts to your Tinder profile. Simply tap the profile icon, tap your profile photo and scroll to the Instagram or Spotify section.",2024-03-14 18:34:49,15.4.0
5f9d8c14-1833-4f00-8e78-39604bc097e6,0v3RNiT3,https://play-lh.googleusercontent.com/a-/ALV-UjVtleM0T1F5JlpQiqP6ij3YurIlIEw5OR6BkBcIsShSPis,You can't even see who likes you unless you pay. That was a waste of time,2,0,15.3.0,2024-03-14 18:03:41,"At its core, Tinder is free. You can create a profile, match, chat and meet! Subscriptions and other in-app purchases give you access to Premium features, but you can enjoy Tinder without making a purchase.",2024-03-14 21:56:17,15.3.0
7d6f48d1-b630-4c32-b970-8b1862a76d9e,DJ Z,https://play-lh.googleusercontent.com/a-/ALV-UjVVxlIu84YYRZWbWaAAjfze2OIfvy1yTUHlY0mzZCF6e4Q,"This is a total scam, it's run by people who want your money and nothing else. I would do zero stars cause one star is too good for this app, but thats not possible!",1,0,13.18.2,2024-03-14 17:32:45,"Sorry to hear you’re having a negative experience with Tinder. We appreciate you taking the time to reach out to us, so thank you for sharing your feedback.",2024-03-14 18:35:14,13.18.2
33baa3b6-aba5-46d0-9661-c73fdf6be4b1,J Barford,https://play-lh.googleusercontent.com/a/ACg8ocIGl_wE2r8woHUieWtfNzhtbMGEoAZaRAyN_zM3uOrf=mo,Unless you want to give me unlimited access for no subscription then I I dout you help service will cater to that as it's clearly a means to earn. Which I would never ask any company to do as it a service but when this app first started and I used it there was not this much financial commitment to just meet new people. I'm still using your app I just don't like the changes/restrictions since being released. I just will be a cheap skate,1,0,15.3.0,2024-03-14 17:28:51,"Thanks for reaching out. Sorry to hear you’re not satisfied with your purchase. To contact our team and request a refund, you can visit gotinder.com/help and select “Help with billing or payment” > ""I want to request a refund”. We’ll happily look into this for you.",2024-03-15 17:53:37,15.3.0
6764d818-1076-44fd-b53c-79faf3e6cfd3,D Great,https://play-lh.googleusercontent.com/a/ACg8ocIf5_BjLdLAWmdrIz0asxQCs-jWPOZiFAaAISy4Mee9=mo,great app,5,0,15.3.0,2024-03-14 17:23:22,"Thank you for your amazing feedback! We are delighted to hear that you are enjoying your time on Tinder. If you ever have any questions or need help, feel free to contact us.",2024-03-14 18:34:46,15.3.0
f387d276-fe74-4203-84cf-c7c75bcea473,Jareda dhanraj,https://play-lh.googleusercontent.com/a-/ALV-UjWpbk_1UfR-ge89F0lwIGTJQHUKDon33jT1u9kHwl4Ei3k,good app,5,0,15.3.0,2024-03-14 16:52:32,"Thank you for your amazing feedback! We are delighted to hear that you are enjoying your time on Tinder. If you ever have any questions or need help, feel free to contact us.",2024-03-14 18:34:46,15.3.0
4601f2f1-fcf7-4a1c-b48d-95a669734d80,onanuga akeem,https://play-lh.googleusercontent.com/a/ACg8ocLjGOyCWJfhDl06atOIRzUPQ-Tidl_fw7VDxlKndBFw=mo,It's an amazing app,5,0,15.3.0,2024-03-14 16:39:28,"Thank you for your positive feedback! We're glad to hear that you're enjoying our app. If you have any suggestions or need assistance, feel free to reach out to us.",2024-03-14 18:34:38,15.3.0
df0e7f67-28ba-440b-bf72-544eed823ca8,Ali Abdullah,https://play-lh.googleusercontent.com/a/ACg8ocKnCx1Ajr8AKj_2e-pGIFvQV6ojSmPIeh7u2uH28YB6=mo,very good,5,0,,2024-03-14 16:39:05,"Thank you for your positive feedback! We're glad to hear that you're enjoying our app. If you have any suggestions or need assistance, feel free to reach out to us.",2024-03-14 18:34:39,
55a0e6bb-1986-44ad-ad21-23b73df376dd,Andrés A. J,https://play-lh.googleusercontent.com/a-/ALV-UjXmsmGH4d2Xn6LjImjgeRuzxVJhf9dkRA6VOlLcDJNW0ds,nice to meet new people,4,0,15.3.0,2024-03-14 16:37:47,"Thank you for your positive feedback! We're glad to hear that you're enjoying our app. If you have any suggestions or need assistance, feel free to reach out to us.",2024-03-14 18:34:40,15.3.0
ba83ac84-725e-42bd-9fb6-84c22ad97f50,Mohamed “Mushfiq” Mushfiq,https://play-lh.googleusercontent.com/a-/ALV-UjUsr4OE-hV93ACkofISFIpsOxsyGUNVnnrJw7cuOQyhDoQ,"No hope in this..+ bonus; of loosing money just to see that a fake person liked (fun fact: he is not even a girl, lol). This app need to make a proper verification system first before tricking and fooling us..",1,0,,2024-03-14 16:30:36,"Sorry to hear that. We agree that this isn’t a nice experience, but we can assure you that we put a lot of effort into moderating inappropriate behavior. If you come across a suspicious profile, please report it directly on the app by opening their profile and scrolling down to ‘Report’.",2024-03-14 17:24:10,
aa30f110-9aa6-4055-8176-1aaa0bff498e,net whit,https://play-lh.googleusercontent.com/a/ACg8ocJnWhJt5-SUKuLd9VfVTHk6BQBgOcSQtbzuSX-vrN_t=mo,I got catfished by an old man like 85 y.r. old,1,0,15.3.0,2024-03-14 16:17:04,"Thank you for your comment. We're sorry you didn't enjoy your experience on Tinder. Your feedback is important to us, and we appreciate you taking the time to share your thoughts.",2024-03-14 18:35:13,15.3.0
6775e8d8-6807-40f2-af43-ea1adab4cb84,Tzunny,https://play-lh.googleusercontent.com/a-/ALV-UjWG7DRsXo0xVwNkJma6m-nZqd3VZDkTtzw2TPdo5BnSxGk,"Every 2nd profile is an assian bot profile, wasted time & money. Full wtih bots, fake accounts!",1,23,15.3.0,2024-03-14 16:09:22,"Sorry to hear that. We agree that this isn’t a nice experience, but we can assure you that we put a lot of effort into moderating inappropriate behavior. If you come across a suspicious profile, please report it directly on the app by opening their profile and scrolling down to ‘Report’.",2024-03-14 17:24:09,15.3.0
e2444537-8255-489c-ae76-b6ae2f8385d3,Elly,https://play-lh.googleusercontent.com/a-/ALV-UjVp9U1zI-WjaIntbw9DWJ33f4XZBvIHX048h2bIhcy1HQ,Damn near unusable unless you buy their second most expensive subscription. Pathetic.,1,0,15.3.0,2024-03-14 16:05:36,"Thank you for your comment. We're sorry you didn't enjoy your experience on Tinder. Your feedback is important to us, and we appreciate you taking the time to share your thoughts.",2024-03-14 18:35:12,15.3.0
9c4ff716-c189-4ff6-a4c7-919f7aadb3fc,mouad rbahi,https://play-lh.googleusercontent.com/a-/ALV-UjWAzgqBlopkUoruecWzU66M8jNLEr0AnFkd6JloUi5YjgE,bad application 😡,1,0,,2024-03-14 15:48:37,"Sorry to hear you’re having a negative experience with Tinder. We appreciate you taking the time to reach out to us, so thank you for sharing your feedback.",2024-03-14 18:35:10,
dd57dc43-1071-4429-a55d-cb90f3da90a2,Sandeep Onkar,https://play-lh.googleusercontent.com/a/ACg8ocIGbzkm2HprhfG3LTj7ZwUtT-Deq_pOKAyOL8d_0lCj=mo,Fake profiles created by Tinder employees. No response after Hey stranger (first message),1,0,,2024-03-14 15:47:45,"Sorry to hear that. We agree that this isn’t a nice experience, but we can assure you that we put a lot of effort into moderating inappropriate behavior. If you come across a suspicious profile, please report it directly on the app by opening their profile and scrolling down to ‘Report’.",2024-03-14 16:11:13,
1b871d78-e03a-41d8-9028-5ca287128f83,Ritik Rajput,https://play-lh.googleusercontent.com/a/ACg8ocIgRV6YeEFPF1Vb_IAD1d6S5l8DxdQKctyWKXBFpTg-=mo,It's not good,1,0,,2024-03-14 15:44:28,"Thank you for your comment. We're sorry you didn't enjoy your experience on Tinder. Your feedback is important to us, and we appreciate you taking the time to share your thoughts.",2024-03-14 18:35:07,
0be68654-e42d-4ca7-8105-9153129ab116,Jamie Hook,https://play-lh.googleusercontent.com/a/ACg8ocJo_BYov2l4VglWFd9QSDK-M4aEwFIKizsm8j0mTrNu=mo,excellent app,5,0,,2024-03-14 15:44:18,Thank you so much for your amazing review! We are thrilled to hear your feedback. We appreciate your support and hope you continue to have a wonderful experience on Tinder!,2024-03-14 18:34:37,
c391b7ea-9e9b-491b-b4e5-9e529cb41bd2,Shandy Soo,https://play-lh.googleusercontent.com/a/ACg8ocI2Se5nBEudar6A7Uf0yYqtoyNo0lo0_pnQuy6X8yaM=mo,"High chance u meet a scammer on app. The app will also keep prompting u to upgrade and pay for more features. I asked for refund due to bad experiences. It was so called processed and my account was terminated. I paid $49.99 for 6months subscription+$7 for messaging feature. I was only refunded the 7 dollars for one messaging feature. I emailed back twice with receipt number for $49.99 but was informed that it was processed, and no further help will be provided.",1,0,15.3.0,2024-03-14 15:42:00,Thanks for sharing this. We’re sorry to hear about your experience on Tinder. We value our member’s experience and we take reports of this nature seriously. Please reach out to gotinder.com/help to report this incident to our team and we’ll be in touch.,2024-03-14 16:11:36,15.3.0
54c16b03-1bc9-48d3-9d53-9079cbe3adb8,RATNADEEP GHOSH,https://play-lh.googleusercontent.com/a-/ALV-UjUQVafNOnkekKsUcrqkEgHNx6mSnuKv7d91iby8TvEduZo,difficult to understand and continually page coming for upgrade.,1,0,15.3.0,2024-03-14 15:21:56,"Thank you for your comment. We're sorry you didn't enjoy your experience on Tinder. Your feedback is important to us, and we appreciate you taking the time to share your thoughts.",2024-03-14 18:35:07,15.3.0
